D-0,D-1,C
-1.38387853195,-0.0439156952524,Good
1.39784708401,1.2755106868,Bad
0.398897481339,0.806843888272,Bad
1.09572270965,0.712080730367,Bad
-0.416464353013,0.00214146253752,Good
-0.672709420079,-0.274235131569,Good
2.08394564216,0.628521134771,Bad
0.880094867439,-0.581330787376,Bad
1.30597294885,1.07498031915,Bad
-0.800053912381,-0.561517084578,Good
0.186527295668,0.524094728879,Good
1.42616550258,0.0716449258572,Bad
-0.918347232565,0.75200446033,Good
0.983176728238,1.26056470279,Bad
0.92714888503,-0.121044594667,Bad
0.545613283705,-0.918050846943,Bad
2.07543484541,-0.843380365245,Bad
-0.713803618679,0.346273802734,Good
-0.232488314982,0.869215416567,Good
0.132974492377,-0.205488093381,Bad
-1.31501535021,0.249433782962,Good
2.16595065978,0.932584069711,Bad
1.36653398798,0.0689048951548,Bad
-1.18891096232,-0.224462586415,Good
-0.821866297052,-1.16371941603,Good
0.326740659976,0.507774767094,Bad
0.992434911619,-0.105830248886,Bad
0.0881445410902,-0.870499473806,Bad
-1.23350376211,1.77965779174,Good
-0.018095272688,-0.428143851643,Bad
-0.542021960043,0.700259282026,Good
-0.75931638408,-1.21610400221,Good
-0.829998858398,-0.749764851287,Good
1.30168250892,-0.982546769907,Bad
0.296460335533,-0.891563463011,Bad
-1.72423274024,0.116218956733,Good
-1.54306089699,-0.48078001597,Good
-0.743474256336,0.295678445341,Good
1.59025609049,0.235600290282,Bad
0.700929970864,-1.1436152132,Bad
0.619998646608,0.594788343924,Bad
0.0268829197097,-1.5545191261,Bad
0.94944898893,0.074211170525,Bad
0.0347637257393,0.259306186199,Good
1.01243038186,1.60156227797,Bad
0.501150001651,-0.553803596686,Bad
0.257418060097,0.218157039359,Bad
2.38664238483,2.40990623373,Bad
-0.00866527705646,0.226578656252,Good
0.747823029661,-0.732746335333,Bad
-0.580681984272,0.372261660456,Good
-1.404187197,-1.24305844468,Good
-0.236747527066,0.120696441249,Good
0.108964730158,1.14095822955,Good
-0.387033518211,-2.15264441492,Bad
-1.38622459705,1.15179416604,Good
1.74846095625,-1.64348728261,Bad
-0.803929849872,-0.640859024116,Good
-0.0405625952018,0.721604643427,Good
-1.12733118501,0.0661675011842,Good
-1.16213527925,0.778429483285,Good
1.84235367715,2.0206473605,Bad
-0.0396456721841,0.992473101377,Good
-0.558412153443,0.966480248943,Good
0.0490907392858,0.572680068794,Good
-1.86632722242,-1.47364529696,Good
-1.63223605626,0.190887564208,Good
-0.0394182986344,0.229603270978,Good
0.615718362997,-2.21519808223,Bad
-1.12088056701,1.02064899258,Good
0.478059939768,-0.198030384039,Bad
0.359503845573,-0.620675013375,Bad
-1.36411272517,0.846948207691,Good
2.02815100351,-0.79221501634,Bad
-0.168786237706,2.49113469908,Good
0.216655560721,1.35113496656,Good
0.178490684516,-0.117670990822,Bad
-0.624209732028,0.886065809513,Good
0.649771136526,-0.363456325181,Bad
0.768386918116,-0.823004737399,Bad
-0.367687536729,-0.427963007018,Good
-0.130739695198,0.376713140205,Good
-0.000948845919429,-0.988527178756,Bad
0.927690483618,1.46738637097,Bad
1.49945768178,0.741232561949,Bad
-0.854926833844,-0.35493579216,Good
0.0154543729721,-0.636489963272,Bad
1.57284298411,-3.40157897511,Bad
1.94311126119,0.699363390268,Bad
-0.39225151615,1.14094654869,Good
1.04929636927,1.5097396623,Bad
0.575230629666,1.36064217758,Bad
0.849469669429,0.453017832783,Bad
0.525431437635,2.18328231252,Good
-0.068881180632,-0.0787858058344,Good
1.08520323971,-1.19446747111,Bad
-1.79754771337,2.48563432558,Good
1.34281597459,-1.16393252328,Bad
2.40312118464,-0.615735240406,Bad
-0.861149429038,-0.356912032512,Good
-0.380388476581,2.64422661901,Good
-2.88114251259,-0.21219927913,Good
0.96180596443,0.108875151393,Bad
0.375522466506,-0.171741898776,Bad
0.664336866453,1.62192374437,Good
-1.27763200633,-0.240863959912,Good
-1.27972864247,-0.474027323782,Good
-0.434198109772,-0.237211858945,Good
2.27654935438,1.62579418835,Bad
-0.131189586516,-0.394369209605,Bad
-1.09825322887,0.0594288893911,Good
1.1154586268,0.693448116609,Bad
0.64935968367,-0.529611227679,Bad
-1.26676491661,-0.539693207255,Good
1.97084637815,-1.73750027248,Bad
-1.13302430962,1.31300190856,Good
1.3343178471,0.0995268556611,Bad
0.0561282821656,-0.304836824317,Bad
0.165351461936,1.12993254133,Good
-0.716402907886,1.53014384456,Good
0.724468515482,0.442939757639,Bad
-0.610923892306,-0.352869657204,Good
1.73947094947,0.504047534722,Bad
0.76917436312,-1.39140455182,Bad
1.04848825912,-0.114379904028,Bad
-0.327465835266,1.17623807913,Good
0.783377819839,0.239599786817,Bad
-0.677799960624,-0.0235344301481,Good
-0.866260044751,1.87385039346,Good
-1.01210375859,1.47874213693,Good
0.515157649371,-0.369446323798,Bad
0.210484516993,0.413749173405,Bad
-1.01107210279,-1.46407466237,Good
-0.292680246326,0.625804249671,Good
-0.964310657002,-0.178438034656,Good
1.08489283814,1.53229471285,Bad
-1.31473967884,0.967686914802,Good
-1.14953576979,1.45859554653,Good
-0.848286031326,0.14936978294,Good
-0.623725728636,0.377905442046,Good
1.9640220716,-0.443381397996,Bad
-1.65998983643,-0.536251167612,Good
0.986611063506,-0.10634536084,Bad
0.64457788447,-0.391105806648,Bad
0.601796053764,0.291233916275,Bad
-1.66749082049,-0.215079462273,Good
-0.51451995934,-1.46917034693,Bad
1.114122297,1.39147954489,Bad
1.17923904905,-1.46453952889,Bad
-0.126329971178,-0.25417167363,Good
0.790980622747,0.178240006439,Bad
-1.43249851127,-0.879338008798,Good
0.951845688871,-0.372414113605,Bad
0.455936868656,-0.383210480569,Bad
0.720948532738,-2.63798737343,Bad
